Q1,Q2,Q3,Q4,Class
363,283,299,490,CO2/SMOKE
363,284,300,490,CO2/SMOKE
362,283,299,490,CO2/SMOKE
361,282,298,489,CO2/SMOKE
361,283,298,490,CO2/SMOKE
362,284,299,490,CO2/SMOKE
362,283,299,490,CO2/SMOKE
363,283,299,489,CO2/SMOKE
364,284,299,492,CO2/SMOKE
362,282,298,488,CO2/SMOKE
362,282,298,489,CO2/SMOKE
362,283,298,488,CO2/SMOKE
362,282,297,489,CO2/SMOKE
362,282,297,488,CO2/SMOKE
362,282,298,489,CO2/SMOKE
361,282,297,488,CO2/SMOKE
362,281,297,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,282,297,489,CO2/SMOKE
363,283,299,489,CO2/SMOKE
362,282,297,488,CO2/SMOKE
364,283,297,487,CO2/SMOKE
362,282,297,488,CO2/SMOKE
362,282,297,488,CO2/SMOKE
362,283,297,488,CO2/SMOKE
363,283,297,488,CO2/SMOKE
363,281,296,488,CO2/SMOKE
362,282,296,489,CO2/SMOKE
363,284,299,490,CO2/SMOKE
361,282,296,488,CO2/SMOKE
362,283,297,489,CO2/SMOKE
363,283,296,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,283,297,489,CO2/SMOKE
362,283,297,490,CO2/SMOKE
364,285,298,490,CO2/SMOKE
362,283,297,489,CO2/SMOKE
362,283,297,489,CO2/SMOKE
362,283,296,489,CO2/SMOKE
363,283,296,489,CO2/SMOKE
362,283,297,489,CO2/SMOKE
362,283,296,488,CO2/SMOKE
365,286,297,489,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,283,296,489,CO2/SMOKE
361,282,296,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,283,296,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,282,295,486,CO2/SMOKE
361,281,295,488,CO2/SMOKE
362,283,296,488,CO2/SMOKE
362,283,297,490,CO2/SMOKE
362,282,296,489,CO2/SMOKE
363,282,296,490,CO2/SMOKE
362,283,296,488,CO2/SMOKE
362,282,296,487,CO2/SMOKE
362,282,296,488,CO2/SMOKE
362,282,296,487,CO2/SMOKE
363,283,296,488,CO2/SMOKE
363,283,296,488,CO2/SMOKE
362,283,296,488,CO2/SMOKE
362,282,296,488,CO2/SMOKE
361,282,296,487,CO2/SMOKE
361,282,295,487,CO2/SMOKE
362,282,295,488,CO2/SMOKE
362,283,296,488,CO2/SMOKE
363,283,296,489,CO2/SMOKE
362,283,296,488,CO2/SMOKE
363,284,297,489,CO2/SMOKE
361,282,295,487,CO2/SMOKE
362,283,296,488,CO2/SMOKE
362,283,295,488,CO2/SMOKE
361,282,296,488,CO2/SMOKE
363,283,296,489,CO2/SMOKE
362,284,296,490,CO2/SMOKE
364,285,297,491,CO2/SMOKE
362,284,297,490,CO2/SMOKE
363,284,297,490,CO2/SMOKE
365,284,296,490,CO2/SMOKE
363,284,297,489,CO2/SMOKE
363,283,296,489,CO2/SMOKE
363,283,297,488,CO2/SMOKE
364,285,298,492,CO2/SMOKE
362,283,296,488,CO2/SMOKE
363,282,296,489,CO2/SMOKE
363,282,295,489,CO2/SMOKE
363,283,295,489,CO2/SMOKE
363,283,295,488,CO2/SMOKE
363,283,295,488,CO2/SMOKE
363,284,297,488,CO2/SMOKE
363,283,295,488,CO2/SMOKE
366,284,295,487,CO2/SMOKE
363,282,295,488,CO2/SMOKE
363,283,295,487,CO2/SMOKE
362,283,296,490,CO2/SMOKE
363,283,295,489,CO2/SMOKE
362,283,295,489,CO2/SMOKE
362,281,296,489,CO2/SMOKE
360,281,293,491,CO2/SMOKE
360,282,294,491,CO2/SMOKE
360,282,293,493,CO2/SMOKE
362,284,295,496,CO2/SMOKE
361,284,294,496,CO2/SMOKE
362,285,294,496,CO2/SMOKE
362,286,295,498,CO2/SMOKE
363,286,295,497,CO2/SMOKE
363,287,296,499,CO2/SMOKE
364,288,296,500,CO2/SMOKE
363,287,295,498,CO2/SMOKE
363,287,295,499,CO2/SMOKE
365,289,298,500,CO2/SMOKE
364,288,296,500,CO2/SMOKE
365,288,297,501,CO2/SMOKE
368,289,297,500,CO2/SMOKE
366,289,297,501,CO2/SMOKE
367,289,298,500,CO2/SMOKE
366,288,297,500,CO2/SMOKE
366,288,297,500,CO2/SMOKE
364,287,297,501,CO2/SMOKE
364,288,297,502,CO2/SMOKE
366,289,297,504,CO2/SMOKE
365,289,297,505,CO2/SMOKE
355,280,289,500,CO2/SMOKE
348,276,284,504,CO2/SMOKE
347,281,284,514,CO2/SMOKE
350,286,285,523,CO2/SMOKE
351,290,285,531,CO2/SMOKE
355,297,288,540,CO2/SMOKE
357,300,288,546,CO2/SMOKE
363,306,292,553,CO2/SMOKE
367,312,296,563,CO2/SMOKE
369,312,294,562,CO2/SMOKE
368,313,293,566,CO2/SMOKE
369,316,294,572,CO2/SMOKE
373,321,296,579,CO2/SMOKE
343,249,291,428,CO2/SMOKE
344,249,291,429,CO2/SMOKE
344,250,290,429,CO2/SMOKE
345,250,290,428,CO2/SMOKE
345,251,290,428,CO2/SMOKE
345,250,288,426,CO2/SMOKE
345,249,287,426,CO2/SMOKE
344,249,288,425,CO2/SMOKE
344,250,287,425,CO2/SMOKE
344,249,286,424,CO2/SMOKE
345,250,286,423,CO2/SMOKE
344,249,284,422,CO2/SMOKE
344,249,284,420,CO2/SMOKE
344,248,282,419,CO2/SMOKE
344,247,282,419,CO2/SMOKE
343,248,281,419,CO2/SMOKE
343,248,281,419,CO2/SMOKE
343,248,280,419,CO2/SMOKE
344,249,280,420,CO2/SMOKE
343,248,280,419,CO2/SMOKE
343,248,279,420,CO2/SMOKE
343,249,280,421,CO2/SMOKE
343,248,278,420,CO2/SMOKE
344,249,279,420,CO2/SMOKE
343,248,278,420,CO2/SMOKE
342,247,276,420,CO2/SMOKE
343,248,277,421,CO2/SMOKE
345,249,277,420,CO2/SMOKE
345,249,276,419,CO2/SMOKE
345,250,277,420,CO2/SMOKE
345,249,276,418,CO2/SMOKE
345,249,275,418,CO2/SMOKE
344,248,274,417,CO2/SMOKE
344,249,276,419,CO2/SMOKE
344,248,274,417,CO2/SMOKE
344,248,274,417,CO2/SMOKE
342,246,272,415,CO2/SMOKE
341,246,272,417,CO2/SMOKE
340,245,271,418,CO2/SMOKE
341,247,271,419,CO2/SMOKE
341,247,271,419,CO2/SMOKE
341,247,270,418,CO2/SMOKE
342,248,271,419,CO2/SMOKE
342,248,270,418,CO2/SMOKE
343,249,270,419,CO2/SMOKE
343,249,271,419,CO2/SMOKE
343,249,270,418,CO2/SMOKE
343,249,270,419,CO2/SMOKE
343,249,270,420,CO2/SMOKE
343,249,270,423,CO2/SMOKE
344,250,271,425,CO2/SMOKE
344,250,271,424,CO2/SMOKE
345,251,271,425,CO2/SMOKE
345,251,271,426,CO2/SMOKE
344,251,272,426,CO2/SMOKE
345,251,271,427,CO2/SMOKE
345,251,271,428,CO2/SMOKE
345,251,271,426,CO2/SMOKE
344,251,272,427,CO2/SMOKE
345,251,271,427,CO2/SMOKE
348,249,411,404,CO2/SMOKE
348,250,410,405,CO2/SMOKE
348,249,408,404,CO2/SMOKE
348,249,408,404,CO2/SMOKE
347,249,406,403,CO2/SMOKE
348,249,404,403,CO2/SMOKE
348,249,403,402,CO2/SMOKE
348,248,401,401,CO2/SMOKE
349,248,402,402,CO2/SMOKE
348,248,401,401,CO2/SMOKE
347,247,399,401,CO2/SMOKE
348,247,398,401,CO2/SMOKE
347,246,397,401,CO2/SMOKE
347,247,396,401,CO2/SMOKE
347,247,395,401,CO2/SMOKE
347,247,395,400,CO2/SMOKE
346,247,394,400,CO2/SMOKE
346,246,393,401,CO2/SMOKE
348,248,393,400,CO2/SMOKE
347,247,390,401,CO2/SMOKE
347,247,389,401,CO2/SMOKE
347,247,388,400,CO2/SMOKE
348,247,389,400,CO2/SMOKE
347,246,388,400,CO2/SMOKE
347,246,387,400,CO2/SMOKE
347,246,387,399,CO2/SMOKE
347,245,386,399,CO2/SMOKE
347,246,385,399,CO2/SMOKE
347,246,383,398,CO2/SMOKE
346,245,382,398,CO2/SMOKE
346,245,382,399,CO2/SMOKE
346,245,380,397,CO2/SMOKE
346,245,379,397,CO2/SMOKE
346,245,378,396,CO2/SMOKE
347,244,376,395,CO2/SMOKE
345,244,376,396,CO2/SMOKE
345,243,374,395,CO2/SMOKE
346,244,374,395,CO2/SMOKE
345,243,375,396,CO2/SMOKE
344,243,373,396,CO2/SMOKE
345,244,372,395,CO2/SMOKE
345,243,372,395,CO2/SMOKE
345,243,370,395,CO2/SMOKE
346,244,370,394,CO2/SMOKE
346,243,369,395,CO2/SMOKE
346,244,368,394,CO2/SMOKE
345,243,368,393,CO2/SMOKE
345,242,366,392,CO2/SMOKE
346,243,366,394,CO2/SMOKE
346,243,365,392,CO2/SMOKE
345,242,364,392,CO2/SMOKE
345,242,364,392,CO2/SMOKE
346,242,364,391,CO2/SMOKE
345,242,362,391,CO2/SMOKE
345,242,362,392,CO2/SMOKE
345,242,361,392,CO2/SMOKE
345,241,359,390,CO2/SMOKE
344,241,359,390,CO2/SMOKE
344,241,358,389,CO2/SMOKE
344,241,357,389,CO2/SMOKE
344,241,357,390,CO2/SMOKE
345,241,356,389,CO2/SMOKE
344,240,355,389,CO2/SMOKE
343,241,355,389,CO2/SMOKE
344,240,354,388,CO2/SMOKE
343,239,353,388,CO2/SMOKE
343,240,353,388,CO2/SMOKE
344,240,352,388,CO2/SMOKE
343,239,351,388,CO2/SMOKE
344,240,351,387,CO2/SMOKE
343,239,350,387,CO2/SMOKE
343,239,350,388,CO2/SMOKE
344,240,349,389,CO2/SMOKE
344,240,348,388,CO2/SMOKE
343,240,347,388,CO2/SMOKE
344,240,347,387,CO2/SMOKE
344,239,347,388,CO2/SMOKE
343,239,346,388,CO2/SMOKE
344,240,346,388,CO2/SMOKE
343,240,346,388,CO2/SMOKE
344,240,345,388,CO2/SMOKE
344,240,345,389,CO2/SMOKE
343,239,343,387,CO2/SMOKE
342,239,342,387,CO2/SMOKE
342,239,342,388,CO2/SMOKE
344,240,343,388,CO2/SMOKE
343,239,341,386,CO2/SMOKE
343,239,341,387,CO2/SMOKE
343,239,340,387,CO2/SMOKE
343,239,340,387,CO2/SMOKE
343,239,339,387,CO2/SMOKE
344,240,340,387,CO2/SMOKE
343,239,338,386,CO2/SMOKE
344,240,339,386,CO2/SMOKE
343,239,337,385,CO2/SMOKE
342,238,337,386,CO2/SMOKE
343,238,336,386,CO2/SMOKE
344,239,336,385,CO2/SMOKE
343,238,336,386,CO2/SMOKE
343,239,335,385,CO2/SMOKE
343,238,334,386,CO2/SMOKE
343,238,334,386,CO2/SMOKE
343,239,334,385,CO2/SMOKE
344,238,333,385,CO2/SMOKE
343,238,333,385,CO2/SMOKE
342,238,332,384,CO2/SMOKE
343,238,332,385,CO2/SMOKE
342,237,332,386,CO2/SMOKE
342,238,331,385,CO2/SMOKE
342,238,331,385,CO2/SMOKE
343,238,330,385,CO2/SMOKE
343,238,330,384,CO2/SMOKE
343,238,330,384,CO2/SMOKE
342,237,329,384,CO2/SMOKE
342,238,329,385,CO2/SMOKE
343,238,328,384,CO2/SMOKE
342,238,328,384,CO2/SMOKE
343,238,328,384,CO2/SMOKE
343,237,327,384,CO2/SMOKE
342,237,327,384,CO2/SMOKE
342,237,327,385,CO2/SMOKE
343,238,326,384,CO2/SMOKE
342,237,325,384,CO2/SMOKE
343,238,326,384,CO2/SMOKE
341,236,325,383,CO2/SMOKE
341,236,324,383,CO2/SMOKE
341,237,323,384,CO2/SMOKE
343,238,324,383,CO2/SMOKE
342,237,323,384,CO2/SMOKE
342,237,323,383,CO2/SMOKE
342,237,322,383,CO2/SMOKE
342,237,321,384,CO2/SMOKE
342,237,322,384,CO2/SMOKE
342,237,321,384,CO2/SMOKE
342,237,321,384,CO2/SMOKE
342,237,321,384,CO2/SMOKE
343,237,321,384,CO2/SMOKE
342,237,321,384,CO2/SMOKE
343,238,320,383,CO2/SMOKE
342,238,321,385,CO2/SMOKE
342,237,320,384,CO2/SMOKE
342,238,320,384,CO2/SMOKE
342,237,319,384,CO2/SMOKE
342,237,318,383,CO2/SMOKE
341,237,319,384,CO2/SMOKE
342,238,319,384,CO2/SMOKE
342,237,319,385,CO2/SMOKE
342,238,318,383,CO2/SMOKE
342,237,318,384,CO2/SMOKE
342,238,318,384,CO2/SMOKE
343,239,317,384,CO2/SMOKE
342,237,317,384,CO2/SMOKE
342,237,316,384,CO2/SMOKE
343,238,316,384,CO2/SMOKE
342,237,316,384,CO2/SMOKE
342,237,315,384,CO2/SMOKE
342,237,316,384,CO2/SMOKE
342,238,315,384,CO2/SMOKE
342,237,316,384,CO2/SMOKE
343,237,314,383,CO2/SMOKE
342,237,314,383,CO2/SMOKE
342,237,315,383,CO2/SMOKE
342,237,314,383,CO2/SMOKE
343,237,313,384,CO2/SMOKE
342,237,313,383,CO2/SMOKE
342,237,313,383,CO2/SMOKE
342,236,312,383,CO2/SMOKE
341,236,312,383,CO2/SMOKE
342,236,312,383,CO2/SMOKE
342,237,312,383,CO2/SMOKE
341,237,312,383,CO2/SMOKE
342,237,312,384,CO2/SMOKE
341,237,313,384,CO2/SMOKE
342,237,311,383,CO2/SMOKE
341,237,311,383,CO2/SMOKE
341,237,312,384,CO2/SMOKE
342,237,311,384,CO2/SMOKE
342,237,311,385,CO2/SMOKE
342,238,311,384,CO2/SMOKE
342,237,310,385,CO2/SMOKE
342,238,311,384,CO2/SMOKE
343,238,311,385,CO2/SMOKE
343,238,311,385,CO2/SMOKE
343,238,310,385,CO2/SMOKE
342,238,310,384,CO2/SMOKE
343,239,310,386,CO2/SMOKE
342,238,310,385,CO2/SMOKE
344,238,309,385,CO2/SMOKE
343,238,309,385,CO2/SMOKE
344,239,310,385,CO2/SMOKE
344,239,308,385,CO2/SMOKE
345,240,310,386,CO2/SMOKE
343,239,309,385,CO2/SMOKE
344,239,309,385,CO2/SMOKE
344,239,308,385,CO2/SMOKE
344,239,309,386,CO2/SMOKE
344,240,309,387,CO2/SMOKE
344,240,308,386,CO2/SMOKE
344,240,308,386,CO2/SMOKE
344,239,307,386,CO2/SMOKE
344,239,308,386,CO2/SMOKE
344,240,308,386,CO2/SMOKE
345,240,307,386,CO2/SMOKE
345,240,308,386,CO2/SMOKE
344,240,306,386,CO2/SMOKE
344,240,306,386,CO2/SMOKE
345,240,306,387,CO2/SMOKE
345,240,306,387,CO2/SMOKE
345,241,307,387,CO2/SMOKE
346,240,307,388,CO2/SMOKE
345,240,306,387,CO2/SMOKE
345,241,306,387,CO2/SMOKE
346,241,306,388,CO2/SMOKE
346,242,306,388,CO2/SMOKE
346,241,306,387,CO2/SMOKE
346,241,306,388,CO2/SMOKE
346,241,307,388,CO2/SMOKE
346,241,306,388,CO2/SMOKE
346,241,306,388,CO2/SMOKE
347,242,306,388,CO2/SMOKE
347,242,306,388,CO2/SMOKE
348,242,306,388,CO2/SMOKE
347,241,305,388,CO2/SMOKE
348,242,305,388,CO2/SMOKE
347,242,305,389,CO2/SMOKE
347,241,305,388,CO2/SMOKE
347,242,305,389,CO2/SMOKE
346,241,304,389,CO2/SMOKE
347,242,304,389,CO2/SMOKE
347,243,306,389,CO2/SMOKE
349,245,306,389,CO2/SMOKE
347,243,305,390,CO2/SMOKE
347,242,305,389,CO2/SMOKE
347,242,304,389,CO2/SMOKE
347,243,304,389,CO2/SMOKE
347,243,305,390,CO2/SMOKE
347,243,304,389,CO2/SMOKE
348,243,305,390,CO2/SMOKE
348,244,305,391,CO2/SMOKE
347,243,305,390,CO2/SMOKE
347,242,304,390,CO2/SMOKE
347,242,304,390,CO2/SMOKE
348,243,304,390,CO2/SMOKE
348,243,304,389,CO2/SMOKE
348,242,303,389,CO2/SMOKE
347,242,303,389,CO2/SMOKE
347,242,303,388,CO2/SMOKE
347,243,303,389,CO2/SMOKE
347,243,303,391,CO2/SMOKE
348,244,304,390,CO2/SMOKE
349,244,304,391,CO2/SMOKE
349,245,304,391,CO2/SMOKE
349,245,304,392,CO2/SMOKE
349,245,305,393,CO2/SMOKE
349,246,304,394,CO2/SMOKE
350,246,305,394,CO2/SMOKE
350,246,304,394,CO2/SMOKE
350,247,304,395,CO2/SMOKE
352,248,304,394,CO2/SMOKE
350,248,305,396,CO2/SMOKE
351,248,305,397,CO2/SMOKE
351,248,305,398,CO2/SMOKE
351,249,305,398,CO2/SMOKE
352,250,305,400,CO2/SMOKE
352,251,306,401,CO2/SMOKE
354,253,307,404,CO2/SMOKE
354,253,307,404,CO2/SMOKE
356,254,307,405,CO2/SMOKE
354,254,308,406,CO2/SMOKE
355,255,307,407,CO2/SMOKE
355,255,307,407,CO2/SMOKE
356,255,307,408,CO2/SMOKE
356,256,308,408,CO2/SMOKE
357,256,307,408,CO2/SMOKE
356,255,307,408,CO2/SMOKE
355,255,306,407,CO2/SMOKE
356,255,306,408,CO2/SMOKE
356,255,306,408,CO2/SMOKE
356,255,307,408,CO2/SMOKE
357,256,307,408,CO2/SMOKE
357,256,307,407,CO2/SMOKE
357,256,308,409,CO2/SMOKE
357,256,307,408,CO2/SMOKE
358,256,307,409,CO2/SMOKE
359,258,308,411,CO2/SMOKE
359,259,308,411,CO2/SMOKE
360,259,308,411,CO2/SMOKE
359,259,308,411,CO2/SMOKE
359,258,309,411,CO2/SMOKE
358,258,308,411,CO2/SMOKE
359,258,308,411,CO2/SMOKE
359,258,309,411,CO2/SMOKE
359,258,309,411,CO2/SMOKE
359,259,309,412,CO2/SMOKE
358,258,308,411,CO2/SMOKE
359,258,309,412,CO2/SMOKE
359,258,308,411,CO2/SMOKE
360,259,309,412,CO2/SMOKE
359,258,308,411,CO2/SMOKE
359,258,309,411,CO2/SMOKE
358,258,309,412,CO2/SMOKE
358,258,308,412,CO2/SMOKE
359,259,309,412,CO2/SMOKE
360,259,309,411,CO2/SMOKE
359,258,308,411,CO2/SMOKE
359,259,309,412,CO2/SMOKE
359,258,307,412,CO2/SMOKE
355,256,307,413,CO2/SMOKE
357,259,308,416,CO2/SMOKE
359,260,309,416,CO2/SMOKE
360,262,310,416,CO2/SMOKE
361,262,309,418,CO2/SMOKE
360,260,310,416,CO2/SMOKE
360,260,309,416,CO2/SMOKE
359,260,309,415,CO2/SMOKE
360,260,309,414,CO2/SMOKE
360,259,309,413,CO2/SMOKE
361,259,309,413,CO2/SMOKE
360,259,309,413,CO2/SMOKE
359,258,308,413,CO2/SMOKE
359,259,309,413,CO2/SMOKE
359,259,308,413,CO2/SMOKE
359,258,308,413,CO2/SMOKE
360,259,309,415,CO2/SMOKE
359,259,308,413,CO2/SMOKE
359,259,309,414,CO2/SMOKE
359,260,309,415,CO2/SMOKE
360,260,308,415,CO2/SMOKE
359,259,308,414,CO2/SMOKE
360,261,310,416,CO2/SMOKE
359,259,308,414,CO2/SMOKE
359,259,308,415,CO2/SMOKE
360,260,309,415,CO2/SMOKE
360,260,309,415,CO2/SMOKE
359,260,309,415,CO2/SMOKE
361,261,310,415,CO2/SMOKE
360,260,308,416,CO2/SMOKE
359,260,309,415,CO2/SMOKE
360,261,309,415,CO2/SMOKE
361,260,308,415,CO2/SMOKE
360,260,308,414,CO2/SMOKE
360,260,309,415,CO2/SMOKE
360,259,308,414,CO2/SMOKE
359,259,307,414,CO2/SMOKE
359,259,308,415,CO2/SMOKE
360,261,308,416,CO2/SMOKE
360,260,308,414,CO2/SMOKE
361,261,309,415,CO2/SMOKE
359,260,307,414,CO2/SMOKE
360,260,308,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
360,260,308,415,CO2/SMOKE
360,260,308,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
360,261,308,416,CO2/SMOKE
360,261,307,416,CO2/SMOKE
361,261,308,416,CO2/SMOKE
360,261,308,417,CO2/SMOKE
361,261,307,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
359,259,307,415,CO2/SMOKE
360,261,307,416,CO2/SMOKE
359,260,307,415,CO2/SMOKE
360,260,307,415,CO2/SMOKE
360,260,308,415,CO2/SMOKE
360,259,307,415,CO2/SMOKE
359,260,307,415,CO2/SMOKE
359,259,306,415,CO2/SMOKE
360,259,306,415,CO2/SMOKE
359,260,307,415,CO2/SMOKE
359,259,306,414,CO2/SMOKE
359,259,306,413,CO2/SMOKE
358,258,306,413,CO2/SMOKE
359,259,307,413,CO2/SMOKE
359,257,306,412,CO2/SMOKE
358,257,306,411,CO2/SMOKE
358,257,305,412,CO2/SMOKE
358,255,304,412,CO2/SMOKE
356,257,306,412,CO2/SMOKE
357,257,306,412,CO2/SMOKE
357,257,305,412,CO2/SMOKE
358,257,305,412,CO2/SMOKE
357,256,304,412,CO2/SMOKE
357,257,305,412,CO2/SMOKE
357,257,305,413,CO2/SMOKE
358,258,306,413,CO2/SMOKE
358,257,305,412,CO2/SMOKE
358,257,305,413,CO2/SMOKE
357,257,305,413,CO2/SMOKE
357,257,305,414,CO2/SMOKE
357,257,305,413,CO2/SMOKE
359,258,306,414,CO2/SMOKE
358,258,306,414,CO2/SMOKE
359,259,306,414,CO2/SMOKE
359,258,305,414,CO2/SMOKE
358,258,305,413,CO2/SMOKE
358,258,305,413,CO2/SMOKE
358,258,305,414,CO2/SMOKE
358,258,305,413,CO2/SMOKE
358,258,305,413,CO2/SMOKE
357,257,304,412,CO2/SMOKE
357,257,304,413,CO2/SMOKE
358,257,304,413,CO2/SMOKE
358,258,305,412,CO2/SMOKE
358,258,304,412,CO2/SMOKE
358,258,304,413,CO2/SMOKE
357,256,303,412,CO2/SMOKE
357,257,304,413,CO2/SMOKE
357,257,304,413,CO2/SMOKE
357,258,304,414,CO2/SMOKE
359,258,305,414,CO2/SMOKE
359,259,305,414,CO2/SMOKE
358,258,305,413,CO2/SMOKE
358,258,304,413,CO2/SMOKE
358,258,304,413,CO2/SMOKE
358,258,304,413,CO2/SMOKE
358,258,304,414,CO2/SMOKE
358,258,304,414,CO2/SMOKE
357,257,303,412,CO2/SMOKE
358,257,303,413,CO2/SMOKE
357,257,303,413,CO2/SMOKE
357,257,304,413,CO2/SMOKE
357,257,304,413,CO2/SMOKE
358,258,305,414,CO2/SMOKE
358,258,303,413,CO2/SMOKE
358,258,304,412,CO2/SMOKE
357,257,303,413,CO2/SMOKE
358,258,304,413,CO2/SMOKE
358,258,304,413,CO2/SMOKE
357,257,304,413,CO2/SMOKE
357,256,303,412,CO2/SMOKE
357,256,304,412,CO2/SMOKE
356,256,304,413,CO2/SMOKE
358,257,303,412,CO2/SMOKE
357,257,303,413,CO2/SMOKE
358,258,305,413,CO2/SMOKE
357,257,303,411,CO2/SMOKE
358,257,304,412,CO2/SMOKE
356,256,302,411,CO2/SMOKE
357,256,303,412,CO2/SMOKE
357,257,304,413,CO2/SMOKE
357,256,303,412,CO2/SMOKE
357,255,303,411,CO2/SMOKE
357,256,303,411,CO2/SMOKE
356,255,302,411,CO2/SMOKE
356,255,302,411,CO2/SMOKE
356,256,303,411,CO2/SMOKE
356,256,302,411,CO2/SMOKE
355,255,303,410,CO2/SMOKE
356,255,303,411,CO2/SMOKE
355,254,302,410,CO2/SMOKE
356,255,303,411,CO2/SMOKE
356,255,303,411,CO2/SMOKE
356,256,303,411,CO2/SMOKE
356,256,303,411,CO2/SMOKE
356,256,302,411,CO2/SMOKE
355,255,302,411,CO2/SMOKE
355,255,302,411,CO2/SMOKE
357,256,303,412,CO2/SMOKE
357,257,302,410,CO2/SMOKE
356,256,302,411,CO2/SMOKE
356,256,303,412,CO2/SMOKE
356,255,303,411,CO2/SMOKE
356,255,302,411,CO2/SMOKE
356,256,303,412,CO2/SMOKE
356,256,302,412,CO2/SMOKE
356,256,303,411,CO2/SMOKE
356,256,303,412,CO2/SMOKE
356,256,303,412,CO2/SMOKE
356,256,302,412,CO2/SMOKE
356,256,303,412,CO2/SMOKE
356,256,302,412,CO2/SMOKE
356,256,302,413,CO2/SMOKE
357,256,303,413,CO2/SMOKE
356,256,302,412,CO2/SMOKE
357,257,302,412,CO2/SMOKE
357,257,303,412,CO2/SMOKE
357,257,303,412,CO2/SMOKE
355,255,302,412,CO2/SMOKE
356,256,302,412,CO2/SMOKE
356,256,302,412,CO2/SMOKE
355,255,302,413,CO2/SMOKE
355,256,302,412,CO2/SMOKE
356,256,302,411,CO2/SMOKE
355,255,301,411,CO2/SMOKE
355,256,301,412,CO2/SMOKE
356,255,301,412,CO2/SMOKE
355,255,301,412,CO2/SMOKE
356,255,302,412,CO2/SMOKE
357,256,303,413,CO2/SMOKE
356,254,301,411,CO2/SMOKE
355,255,301,410,CO2/SMOKE
355,255,301,410,CO2/SMOKE
355,255,302,412,CO2/SMOKE
355,255,302,412,CO2/SMOKE
355,255,302,411,CO2/SMOKE
355,254,301,410,CO2/SMOKE
355,254,301,410,CO2/SMOKE
354,253,300,410,CO2/SMOKE
354,253,300,411,CO2/SMOKE
354,254,300,410,CO2/SMOKE
355,254,301,409,CO2/SMOKE
354,253,300,408,CO2/SMOKE
355,253,300,408,CO2/SMOKE
354,253,299,408,CO2/SMOKE
354,253,299,408,CO2/SMOKE
354,253,300,408,CO2/SMOKE
354,254,300,408,CO2/SMOKE
354,253,299,407,CO2/SMOKE
353,253,300,408,CO2/SMOKE
354,252,299,407,CO2/SMOKE
353,252,299,408,CO2/SMOKE
353,252,299,407,CO2/SMOKE
353,252,298,408,CO2/SMOKE
353,252,299,407,CO2/SMOKE
353,252,298,407,CO2/SMOKE
352,250,298,405,CO2/SMOKE
352,251,298,407,CO2/SMOKE
354,252,298,407,CO2/SMOKE
353,252,298,407,CO2/SMOKE
352,251,298,406,CO2/SMOKE
353,252,298,406,CO2/SMOKE
353,251,298,406,CO2/SMOKE
353,251,297,405,CO2/SMOKE
353,252,298,406,CO2/SMOKE
353,252,299,406,CO2/SMOKE
353,251,298,406,CO2/SMOKE
353,252,299,407,CO2/SMOKE
354,252,299,407,CO2/SMOKE
352,251,298,407,CO2/SMOKE
352,251,298,406,CO2/SMOKE
353,252,298,407,CO2/SMOKE
353,252,298,407,CO2/SMOKE
353,251,297,406,CO2/SMOKE
352,251,297,406,CO2/SMOKE
353,251,297,406,CO2/SMOKE
352,251,297,406,CO2/SMOKE
353,252,297,407,CO2/SMOKE
353,252,298,407,CO2/SMOKE
353,252,297,406,CO2/SMOKE
352,251,297,406,CO2/SMOKE
353,251,297,407,CO2/SMOKE
352,251,297,407,CO2/SMOKE
352,252,299,408,CO2/SMOKE
350,250,296,407,CO2/SMOKE
351,252,297,409,CO2/SMOKE
353,252,297,409,CO2/SMOKE
353,253,298,410,CO2/SMOKE
353,252,297,408,CO2/SMOKE
353,252,298,408,CO2/SMOKE
352,253,298,410,CO2/SMOKE
353,254,299,410,CO2/SMOKE
354,253,299,410,CO2/SMOKE
353,252,298,407,CO2/SMOKE
353,251,297,407,CO2/SMOKE
354,253,298,407,CO2/SMOKE
353,251,297,406,CO2/SMOKE
354,251,297,407,CO2/SMOKE
353,251,298,406,CO2/SMOKE
352,252,298,407,CO2/SMOKE
352,251,297,406,CO2/SMOKE
352,251,297,406,CO2/SMOKE
352,250,297,406,CO2/SMOKE
352,250,297,406,CO2/SMOKE
352,250,296,405,CO2/SMOKE
351,250,296,405,CO2/SMOKE
352,251,297,406,CO2/SMOKE
353,252,297,406,CO2/SMOKE
352,251,296,406,CO2/SMOKE
352,251,296,405,CO2/SMOKE
352,250,296,405,CO2/SMOKE
352,250,296,405,CO2/SMOKE
350,249,295,404,CO2/SMOKE
352,250,295,403,CO2/SMOKE
351,249,295,403,CO2/SMOKE
351,249,295,402,CO2/SMOKE
351,249,294,402,CO2/SMOKE
