Q1,Q2,Q3,Q4,Class
351,250,294,402,CO2/SMOKE
350,249,295,403,CO2/SMOKE
350,248,295,404,CO2/SMOKE
349,248,294,403,CO2/SMOKE
349,248,293,402,CO2/SMOKE
349,247,293,402,CO2/SMOKE
350,248,293,402,CO2/SMOKE
351,249,294,403,CO2/SMOKE
350,250,294,403,CO2/SMOKE
351,250,294,404,CO2/SMOKE
351,249,294,404,CO2/SMOKE
350,248,293,403,CO2/SMOKE
350,248,293,403,CO2/SMOKE
350,248,293,403,CO2/SMOKE
350,248,294,403,CO2/SMOKE
351,249,293,403,CO2/SMOKE
352,250,295,404,CO2/SMOKE
350,249,294,405,CO2/SMOKE
351,249,294,404,CO2/SMOKE
350,249,294,406,CO2/SMOKE
351,249,294,404,CO2/SMOKE
351,249,293,403,CO2/SMOKE
352,250,294,405,CO2/SMOKE
352,251,296,404,CO2/SMOKE
351,250,295,405,CO2/SMOKE
351,249,294,404,CO2/SMOKE
351,250,295,405,CO2/SMOKE
351,250,294,406,CO2/SMOKE
353,252,297,409,CO2/SMOKE
352,253,296,408,CO2/SMOKE
354,255,296,411,CO2/SMOKE
356,257,298,414,CO2/SMOKE
357,260,299,417,CO2/SMOKE
358,261,300,419,CO2/SMOKE
358,262,301,420,CO2/SMOKE
358,262,301,422,CO2/SMOKE
360,262,300,422,CO2/SMOKE
361,264,302,421,CO2/SMOKE
361,265,302,422,CO2/SMOKE
361,264,302,422,CO2/SMOKE
362,264,303,420,CO2/SMOKE
360,262,301,419,CO2/SMOKE
360,261,301,418,CO2/SMOKE
359,261,302,418,CO2/SMOKE
359,260,301,419,CO2/SMOKE
359,261,302,419,CO2/SMOKE
360,261,302,421,CO2/SMOKE
360,261,301,419,CO2/SMOKE
360,261,302,419,CO2/SMOKE
358,261,301,419,CO2/SMOKE
359,260,301,418,CO2/SMOKE
358,260,300,418,CO2/SMOKE
359,260,301,418,CO2/SMOKE
360,261,302,419,CO2/SMOKE
360,262,301,419,CO2/SMOKE
359,261,301,420,CO2/SMOKE
359,261,300,420,CO2/SMOKE
360,261,300,420,CO2/SMOKE
360,261,300,419,CO2/SMOKE
360,262,300,420,CO2/SMOKE
361,262,301,421,CO2/SMOKE
360,263,301,421,CO2/SMOKE
362,265,303,424,CO2/SMOKE
362,265,302,425,CO2/SMOKE
362,265,302,424,CO2/SMOKE
362,264,302,425,CO2/SMOKE
361,264,301,424,CO2/SMOKE
363,265,302,423,CO2/SMOKE
362,265,302,425,CO2/SMOKE
362,265,303,425,CO2/SMOKE
362,265,302,425,CO2/SMOKE
361,264,302,424,CO2/SMOKE
363,265,302,425,CO2/SMOKE
361,264,302,424,CO2/SMOKE
363,266,303,425,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,266,303,426,CO2/SMOKE
363,266,302,426,CO2/SMOKE
364,266,303,427,CO2/SMOKE
364,267,303,426,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,267,303,428,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,266,302,426,CO2/SMOKE
365,268,303,426,CO2/SMOKE
363,267,303,426,CO2/SMOKE
363,267,303,427,CO2/SMOKE
364,267,304,429,CO2/SMOKE
364,267,303,427,CO2/SMOKE
364,267,303,427,CO2/SMOKE
364,268,304,428,CO2/SMOKE
363,267,303,428,CO2/SMOKE
363,267,304,428,CO2/SMOKE
364,267,303,428,CO2/SMOKE
365,268,303,427,CO2/SMOKE
365,268,304,428,CO2/SMOKE
364,267,304,428,CO2/SMOKE
362,266,303,427,CO2/SMOKE
363,266,304,428,CO2/SMOKE
365,268,303,428,CO2/SMOKE
365,269,305,429,CO2/SMOKE
364,267,304,428,CO2/SMOKE
364,267,304,430,CO2/SMOKE
364,267,303,428,CO2/SMOKE
364,267,303,428,CO2/SMOKE
364,268,305,428,CO2/SMOKE
364,267,303,428,CO2/SMOKE
363,267,303,428,CO2/SMOKE
364,267,304,428,CO2/SMOKE
363,266,304,429,CO2/SMOKE
363,267,303,428,CO2/SMOKE
364,268,304,429,CO2/SMOKE
365,268,305,428,CO2/SMOKE
364,266,303,427,CO2/SMOKE
365,268,304,428,CO2/SMOKE
363,267,303,428,CO2/SMOKE
363,266,303,428,CO2/SMOKE
364,267,303,428,CO2/SMOKE
365,268,304,429,CO2/SMOKE
364,267,302,426,CO2/SMOKE
364,267,304,429,CO2/SMOKE
363,266,303,428,CO2/SMOKE
362,266,302,427,CO2/SMOKE
364,267,303,428,CO2/SMOKE
365,269,305,428,CO2/SMOKE
363,266,303,428,CO2/SMOKE
364,267,304,429,CO2/SMOKE
362,265,302,428,CO2/SMOKE
364,266,303,427,CO2/SMOKE
364,268,304,428,CO2/SMOKE
364,268,304,428,CO2/SMOKE
364,266,303,428,CO2/SMOKE
363,266,303,428,CO2/SMOKE
363,266,302,427,CO2/SMOKE
363,267,303,428,CO2/SMOKE
363,266,303,429,CO2/SMOKE
364,267,304,428,CO2/SMOKE
365,267,303,427,CO2/SMOKE
364,267,303,427,CO2/SMOKE
363,267,303,427,CO2/SMOKE
363,267,303,428,CO2/SMOKE
363,266,303,428,CO2/SMOKE
364,266,303,428,CO2/SMOKE
363,265,302,427,CO2/SMOKE
365,267,304,428,CO2/SMOKE
364,267,304,427,CO2/SMOKE
363,266,303,428,CO2/SMOKE
363,266,303,428,CO2/SMOKE
364,266,303,428,CO2/SMOKE
363,266,303,426,CO2/SMOKE
363,266,304,427,CO2/SMOKE
363,265,303,427,CO2/SMOKE
362,265,302,427,CO2/SMOKE
363,266,302,427,CO2/SMOKE
363,267,303,427,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,265,302,426,CO2/SMOKE
362,266,302,427,CO2/SMOKE
362,266,303,428,CO2/SMOKE
362,266,302,428,CO2/SMOKE
362,266,302,427,CO2/SMOKE
363,266,302,427,CO2/SMOKE
363,266,303,427,CO2/SMOKE
363,266,303,428,CO2/SMOKE
362,266,303,428,CO2/SMOKE
364,266,304,427,CO2/SMOKE
363,265,302,426,CO2/SMOKE
364,266,302,426,CO2/SMOKE
363,265,302,426,CO2/SMOKE
361,264,301,426,CO2/SMOKE
362,264,301,426,CO2/SMOKE
363,265,302,426,CO2/SMOKE
363,265,302,425,CO2/SMOKE
364,266,304,426,CO2/SMOKE
363,265,302,426,CO2/SMOKE
362,264,301,425,CO2/SMOKE
362,265,301,425,CO2/SMOKE
362,265,302,426,CO2/SMOKE
361,263,301,425,CO2/SMOKE
361,263,301,425,CO2/SMOKE
362,264,301,425,CO2/SMOKE
361,264,301,424,CO2/SMOKE
361,264,302,426,CO2/SMOKE
361,264,302,426,CO2/SMOKE
361,264,301,425,CO2/SMOKE
363,265,302,426,CO2/SMOKE
361,264,301,425,CO2/SMOKE
360,263,301,424,CO2/SMOKE
361,263,300,424,CO2/SMOKE
363,264,301,424,CO2/SMOKE
363,264,301,424,CO2/SMOKE
361,263,301,425,CO2/SMOKE
360,263,300,424,CO2/SMOKE
361,262,300,423,CO2/SMOKE
361,263,301,424,CO2/SMOKE
361,264,301,424,CO2/SMOKE
360,263,301,424,CO2/SMOKE
361,263,300,424,CO2/SMOKE
361,263,301,424,CO2/SMOKE
361,263,301,423,CO2/SMOKE
362,263,300,424,CO2/SMOKE
360,263,300,424,CO2/SMOKE
360,263,300,424,CO2/SMOKE
361,263,300,424,CO2/SMOKE
360,262,299,423,CO2/SMOKE
361,262,300,423,CO2/SMOKE
360,263,300,423,CO2/SMOKE
360,263,301,424,CO2/SMOKE
360,262,299,423,CO2/SMOKE
361,263,299,423,CO2/SMOKE
361,263,300,422,CO2/SMOKE
360,263,300,423,CO2/SMOKE
359,262,299,423,CO2/SMOKE
360,262,299,423,CO2/SMOKE
360,262,299,422,CO2/SMOKE
361,263,300,422,CO2/SMOKE
359,261,299,422,CO2/SMOKE
359,261,299,423,CO2/SMOKE
361,262,299,423,CO2/SMOKE
360,262,300,423,CO2/SMOKE
360,262,300,423,CO2/SMOKE
360,262,298,423,CO2/SMOKE
360,262,298,422,CO2/SMOKE
359,262,300,423,CO2/SMOKE
360,261,299,422,CO2/SMOKE
359,261,298,422,CO2/SMOKE
359,261,298,421,CO2/SMOKE
360,262,299,421,CO2/SMOKE
358,260,298,422,CO2/SMOKE
359,261,298,421,CO2/SMOKE
359,261,298,422,CO2/SMOKE
359,262,299,421,CO2/SMOKE
359,261,299,423,CO2/SMOKE
359,261,299,422,CO2/SMOKE
359,260,298,421,CO2/SMOKE
360,261,298,421,CO2/SMOKE
358,261,298,421,CO2/SMOKE
358,260,298,421,CO2/SMOKE
359,260,297,421,CO2/SMOKE
360,261,298,420,CO2/SMOKE
359,261,298,421,CO2/SMOKE
358,260,298,421,CO2/SMOKE
358,260,297,420,CO2/SMOKE
359,260,297,420,CO2/SMOKE
360,261,298,420,CO2/SMOKE
359,260,299,421,CO2/SMOKE
358,259,297,420,CO2/SMOKE
359,260,297,420,CO2/SMOKE
359,260,297,420,CO2/SMOKE
358,261,298,420,CO2/SMOKE
358,260,297,420,CO2/SMOKE
358,260,297,420,CO2/SMOKE
358,259,297,419,CO2/SMOKE
359,260,297,420,CO2/SMOKE
359,261,299,421,CO2/SMOKE
356,259,298,420,CO2/SMOKE
361,261,297,419,CO2/SMOKE
359,260,298,420,CO2/SMOKE
358,259,298,420,CO2/SMOKE
358,260,297,420,CO2/SMOKE
359,259,296,419,CO2/SMOKE
358,260,297,420,CO2/SMOKE
359,260,298,420,CO2/SMOKE
358,260,297,420,CO2/SMOKE
358,259,297,420,CO2/SMOKE
358,259,297,419,CO2/SMOKE
358,260,298,421,CO2/SMOKE
358,259,296,420,CO2/SMOKE
358,260,297,420,CO2/SMOKE
359,261,297,419,CO2/SMOKE
358,259,297,420,CO2/SMOKE
358,259,297,420,CO2/SMOKE
358,259,296,419,CO2/SMOKE
357,260,297,420,CO2/SMOKE
358,260,297,421,CO2/SMOKE
358,259,297,420,CO2/SMOKE
358,259,296,419,CO2/SMOKE
358,260,297,419,CO2/SMOKE
357,259,296,419,CO2/SMOKE
357,258,296,420,CO2/SMOKE
358,259,296,419,CO2/SMOKE
359,260,296,419,CO2/SMOKE
357,259,296,420,CO2/SMOKE
357,259,296,419,CO2/SMOKE
358,259,296,419,CO2/SMOKE
358,259,296,419,CO2/SMOKE
357,259,297,420,CO2/SMOKE
358,259,296,419,CO2/SMOKE
357,258,295,418,CO2/SMOKE
358,260,297,419,CO2/SMOKE
357,258,296,419,CO2/SMOKE
356,258,295,419,CO2/SMOKE
359,259,296,419,CO2/SMOKE
359,260,297,418,CO2/SMOKE
357,258,296,420,CO2/SMOKE
357,258,296,418,CO2/SMOKE
357,257,296,419,CO2/SMOKE
357,258,296,417,CO2/SMOKE
357,258,296,420,CO2/SMOKE
357,258,296,418,CO2/SMOKE
358,257,295,417,CO2/SMOKE
358,258,296,417,CO2/SMOKE
355,257,295,417,CO2/SMOKE
355,257,295,418,CO2/SMOKE
356,258,295,417,CO2/SMOKE
357,257,295,417,CO2/SMOKE
359,259,297,417,CO2/SMOKE
355,257,295,417,CO2/SMOKE
354,256,294,417,CO2/SMOKE
356,257,295,418,CO2/SMOKE
357,259,296,418,CO2/SMOKE
356,258,295,418,CO2/SMOKE
356,257,295,417,CO2/SMOKE
357,258,295,417,CO2/SMOKE
356,257,295,417,CO2/SMOKE
356,257,295,418,CO2/SMOKE
356,257,296,418,CO2/SMOKE
356,257,295,417,CO2/SMOKE
355,256,294,416,CO2/SMOKE
357,257,294,416,CO2/SMOKE
355,256,294,416,CO2/SMOKE
356,258,296,418,CO2/SMOKE
357,258,295,418,CO2/SMOKE
356,258,295,417,CO2/SMOKE
355,257,294,417,CO2/SMOKE
356,257,294,416,CO2/SMOKE
356,256,294,416,CO2/SMOKE
356,257,295,417,CO2/SMOKE
356,257,295,417,CO2/SMOKE
356,257,294,417,CO2/SMOKE
356,256,294,417,CO2/SMOKE
356,258,294,416,CO2/SMOKE
355,256,294,417,CO2/SMOKE
355,256,294,417,CO2/SMOKE
355,256,294,417,CO2/SMOKE
356,257,293,416,CO2/SMOKE
356,257,294,415,CO2/SMOKE
356,257,295,416,CO2/SMOKE
356,256,294,416,CO2/SMOKE
355,256,293,416,CO2/SMOKE
356,256,294,416,CO2/SMOKE
357,258,295,417,CO2/SMOKE
355,256,295,417,CO2/SMOKE
355,256,294,416,CO2/SMOKE
355,255,293,416,CO2/SMOKE
356,256,293,416,CO2/SMOKE
355,257,295,417,CO2/SMOKE
355,256,293,416,CO2/SMOKE
355,255,293,415,CO2/SMOKE
355,256,294,418,CO2/SMOKE
354,255,293,416,CO2/SMOKE
354,255,293,416,CO2/SMOKE
355,255,293,415,CO2/SMOKE
356,257,295,416,CO2/SMOKE
354,256,293,416,CO2/SMOKE
355,256,293,417,CO2/SMOKE
354,254,292,415,CO2/SMOKE
354,256,293,416,CO2/SMOKE
355,255,293,416,CO2/SMOKE
354,255,293,416,CO2/SMOKE
354,255,293,415,CO2/SMOKE
355,255,293,415,CO2/SMOKE
353,255,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
354,255,292,416,CO2/SMOKE
355,256,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
354,254,292,414,CO2/SMOKE
354,255,292,414,CO2/SMOKE
354,255,293,416,CO2/SMOKE
353,254,292,414,CO2/SMOKE
354,254,292,415,CO2/SMOKE
354,255,292,414,CO2/SMOKE
353,254,292,415,CO2/SMOKE
352,253,292,414,CO2/SMOKE
353,254,292,415,CO2/SMOKE
354,255,292,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
353,254,291,413,CO2/SMOKE
354,254,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
354,255,293,415,CO2/SMOKE
353,254,292,414,CO2/SMOKE
354,254,292,414,CO2/SMOKE
354,254,291,414,CO2/SMOKE
353,254,293,414,CO2/SMOKE
353,254,292,414,CO2/SMOKE
353,254,291,415,CO2/SMOKE
354,255,292,415,CO2/SMOKE
354,254,292,414,CO2/SMOKE
354,254,293,414,CO2/SMOKE
353,253,291,413,CO2/SMOKE
353,253,291,413,CO2/SMOKE
354,255,292,414,CO2/SMOKE
353,253,291,414,CO2/SMOKE
353,253,292,415,CO2/SMOKE
353,253,291,413,CO2/SMOKE
354,254,291,413,CO2/SMOKE
352,253,291,414,CO2/SMOKE
352,253,291,413,CO2/SMOKE
354,254,292,414,CO2/SMOKE
354,254,291,413,CO2/SMOKE
352,253,291,414,CO2/SMOKE
353,254,291,413,CO2/SMOKE
352,253,290,413,CO2/SMOKE
354,255,292,414,CO2/SMOKE
353,253,291,414,CO2/SMOKE
353,253,290,413,CO2/SMOKE
353,253,290,412,CO2/SMOKE
353,254,291,413,CO2/SMOKE
352,252,290,413,CO2/SMOKE
352,253,290,412,CO2/SMOKE
352,253,290,412,CO2/SMOKE
354,255,291,412,CO2/SMOKE
352,253,291,412,CO2/SMOKE
352,252,290,412,CO2/SMOKE
352,252,290,411,CO2/SMOKE
353,254,292,413,CO2/SMOKE
352,254,291,415,CO2/SMOKE
353,253,290,413,CO2/SMOKE
351,252,290,412,CO2/SMOKE
353,253,289,412,CO2/SMOKE
353,253,290,412,CO2/SMOKE
353,253,291,413,CO2/SMOKE
352,252,291,413,CO2/SMOKE
352,253,291,413,CO2/SMOKE
352,252,290,412,CO2/SMOKE
352,252,289,412,CO2/SMOKE
353,253,289,412,CO2/SMOKE
352,253,290,412,CO2/SMOKE
351,252,290,412,CO2/SMOKE
352,252,289,412,CO2/SMOKE
352,252,289,411,CO2/SMOKE
353,253,290,412,CO2/SMOKE
351,252,289,412,CO2/SMOKE
352,253,291,414,CO2/SMOKE
351,252,289,412,CO2/SMOKE
353,252,289,412,CO2/SMOKE
353,253,290,412,CO2/SMOKE
353,253,290,412,CO2/SMOKE
351,251,289,412,CO2/SMOKE
352,252,290,412,CO2/SMOKE
353,253,289,411,CO2/SMOKE
354,254,291,412,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,289,412,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,290,414,CO2/SMOKE
352,252,289,412,CO2/SMOKE
352,252,289,412,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,290,411,CO2/SMOKE
352,252,289,412,CO2/SMOKE
351,251,288,411,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,289,411,CO2/SMOKE
351,252,289,411,CO2/SMOKE
351,251,289,412,CO2/SMOKE
351,251,289,412,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,289,411,CO2/SMOKE
352,252,290,412,CO2/SMOKE
351,251,288,410,CO2/SMOKE
353,251,288,410,CO2/SMOKE
351,251,289,410,CO2/SMOKE
351,251,289,411,CO2/SMOKE
350,251,288,411,CO2/SMOKE
351,251,288,410,CO2/SMOKE
351,251,287,410,CO2/SMOKE
351,251,289,412,CO2/SMOKE
350,250,288,410,CO2/SMOKE
351,250,288,410,CO2/SMOKE
353,251,288,410,CO2/SMOKE
352,251,289,410,CO2/SMOKE
351,250,288,410,CO2/SMOKE
350,251,289,411,CO2/SMOKE
351,251,288,410,CO2/SMOKE
351,251,288,410,CO2/SMOKE
351,251,288,410,CO2/SMOKE
355,252,291,412,CO2/SMOKE
349,249,287,408,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,251,288,410,CO2/SMOKE
350,250,288,410,CO2/SMOKE
352,252,288,411,CO2/SMOKE
351,250,288,410,CO2/SMOKE
351,251,288,410,CO2/SMOKE
350,251,288,410,CO2/SMOKE
350,249,287,409,CO2/SMOKE
350,250,287,410,CO2/SMOKE
351,251,288,410,CO2/SMOKE
351,251,288,410,CO2/SMOKE
350,250,287,410,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,250,287,410,CO2/SMOKE
350,250,288,410,CO2/SMOKE
350,250,287,409,CO2/SMOKE
351,250,287,409,CO2/SMOKE
351,250,288,410,CO2/SMOKE
349,250,288,410,CO2/SMOKE
351,250,287,410,CO2/SMOKE
351,250,288,410,CO2/SMOKE
350,250,287,410,CO2/SMOKE
350,250,288,410,CO2/SMOKE
351,250,287,409,CO2/SMOKE
350,250,288,409,CO2/SMOKE
350,250,288,409,CO2/SMOKE
350,250,287,410,CO2/SMOKE
352,251,287,410,CO2/SMOKE
350,249,287,409,CO2/SMOKE
350,250,288,409,CO2/SMOKE
349,248,286,409,CO2/SMOKE
349,249,287,410,CO2/SMOKE
352,252,287,409,CO2/SMOKE
350,251,288,409,CO2/SMOKE
349,250,287,409,CO2/SMOKE
350,249,287,409,CO2/SMOKE
350,249,286,408,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,251,288,411,CO2/SMOKE
350,250,287,410,CO2/SMOKE
350,249,286,409,CO2/SMOKE
350,249,287,409,CO2/SMOKE
350,249,286,408,CO2/SMOKE
349,249,287,409,CO2/SMOKE
349,249,287,410,CO2/SMOKE
350,249,287,409,CO2/SMOKE
350,250,287,409,CO2/SMOKE
351,250,287,410,CO2/SMOKE
350,249,288,410,CO2/SMOKE
349,249,287,410,CO2/SMOKE
349,250,287,410,CO2/SMOKE
351,251,287,410,CO2/SMOKE
350,250,287,410,CO2/SMOKE
350,249,287,410,CO2/SMOKE
349,248,285,408,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,250,287,409,CO2/SMOKE
351,250,287,409,CO2/SMOKE
349,249,286,408,CO2/SMOKE
350,249,285,409,CO2/SMOKE
349,250,286,409,CO2/SMOKE
349,249,286,409,CO2/SMOKE
349,249,286,408,CO2/SMOKE
350,249,286,408,CO2/SMOKE
350,250,287,409,CO2/SMOKE
350,249,286,409,CO2/SMOKE
349,248,285,408,CO2/SMOKE
349,248,285,408,CO2/SMOKE
350,249,286,408,CO2/SMOKE
350,250,287,409,CO2/SMOKE
349,248,286,408,CO2/SMOKE
349,248,286,409,CO2/SMOKE
350,248,285,407,CO2/SMOKE
349,249,285,408,CO2/SMOKE
349,249,286,409,CO2/SMOKE
349,248,286,408,CO2/SMOKE
348,248,285,407,CO2/SMOKE
350,248,285,408,CO2/SMOKE
349,248,285,407,CO2/SMOKE
349,248,286,408,CO2/SMOKE
349,248,285,408,CO2/SMOKE
349,249,286,408,CO2/SMOKE
350,248,285,407,CO2/SMOKE
350,249,286,408,CO2/SMOKE
348,248,286,408,CO2/SMOKE
348,248,285,408,CO2/SMOKE
348,247,285,407,CO2/SMOKE
350,248,285,407,CO2/SMOKE
348,248,286,407,CO2/SMOKE
349,248,285,408,CO2/SMOKE
348,247,285,407,CO2/SMOKE
348,247,284,407,CO2/SMOKE
349,249,286,409,CO2/SMOKE
349,249,286,407,CO2/SMOKE
349,249,286,408,CO2/SMOKE
349,249,286,409,CO2/SMOKE
348,248,285,408,CO2/SMOKE
349,248,285,408,CO2/SMOKE
349,248,285,408,CO2/SMOKE
349,248,286,409,CO2/SMOKE
350,248,285,408,CO2/SMOKE
349,248,285,407,CO2/SMOKE
349,248,285,407,CO2/SMOKE
349,249,286,408,CO2/SMOKE
348,248,285,408,CO2/SMOKE
348,247,285,407,CO2/SMOKE
349,247,284,407,CO2/SMOKE
349,248,285,407,CO2/SMOKE
349,248,287,410,CO2/SMOKE
348,248,285,408,CO2/SMOKE
348,247,284,407,CO2/SMOKE
349,247,284,407,CO2/SMOKE
349,248,284,406,CO2/SMOKE
349,247,285,408,CO2/SMOKE
349,247,285,407,CO2/SMOKE
347,246,284,406,CO2/SMOKE
348,246,284,406,CO2/SMOKE
348,248,285,407,CO2/SMOKE
348,247,284,407,CO2/SMOKE
348,246,284,406,CO2/SMOKE
348,246,284,406,CO2/SMOKE
348,247,284,406,CO2/SMOKE
348,247,285,407,CO2/SMOKE
347,247,284,407,CO2/SMOKE
347,246,285,409,CO2/SMOKE
349,247,284,406,CO2/SMOKE
348,247,284,407,CO2/SMOKE
347,246,284,406,CO2/SMOKE
347,246,283,406,CO2/SMOKE
348,246,283,407,CO2/SMOKE
348,246,283,406,CO2/SMOKE
348,247,284,406,CO2/SMOKE
347,247,284,406,CO2/SMOKE
347,246,283,406,CO2/SMOKE
348,247,283,406,CO2/SMOKE
348,247,284,406,CO2/SMOKE
347,246,283,407,CO2/SMOKE
348,247,284,407,CO2/SMOKE
348,246,283,405,CO2/SMOKE
347,247,283,405,CO2/SMOKE
347,246,283,407,CO2/SMOKE
347,246,283,407,CO2/SMOKE
348,246,283,405,CO2/SMOKE
349,247,285,406,CO2/SMOKE
347,246,283,406,CO2/SMOKE
347,246,283,405,CO2/SMOKE
348,246,283,405,CO2/SMOKE
348,247,283,406,CO2/SMOKE
347,246,283,406,CO2/SMOKE
347,246,283,406,CO2/SMOKE
347,246,283,405,CO2/SMOKE
348,247,283,405,CO2/SMOKE
347,246,283,406,CO2/SMOKE
346,245,283,405,CO2/SMOKE
347,245,283,405,CO2/SMOKE
347,245,283,405,CO2/SMOKE
347,246,283,405,CO2/SMOKE
347,246,283,406,CO2/SMOKE
346,246,283,406,CO2/SMOKE
347,246,282,405,CO2/SMOKE
348,246,283,405,CO2/SMOKE
348,247,284,406,CO2/SMOKE
347,245,283,405,CO2/SMOKE
346,246,283,405,CO2/SMOKE
347,246,282,404,CO2/SMOKE
347,246,283,405,CO2/SMOKE
347,246,283,405,CO2/SMOKE
347,245,283,405,CO2/SMOKE
346,245,282,404,CO2/SMOKE
347,245,282,404,CO2/SMOKE
346,245,282,404,CO2/SMOKE
346,245,282,404,CO2/SMOKE
347,245,282,404,CO2/SMOKE
347,245,282,403,CO2/SMOKE
346,245,283,405,CO2/SMOKE
346,244,282,405,CO2/SMOKE
345,244,281,404,CO2/SMOKE
346,244,281,403,CO2/SMOKE
347,245,282,404,CO2/SMOKE
346,245,282,404,CO2/SMOKE
345,245,282,405,CO2/SMOKE
346,244,281,404,CO2/SMOKE
346,244,281,404,CO2/SMOKE
346,244,281,404,CO2/SMOKE
347,245,281,403,CO2/SMOKE
347,245,282,403,CO2/SMOKE
345,244,282,404,CO2/SMOKE
346,244,281,403,CO2/SMOKE
345,244,281,403,CO2/SMOKE
345,243,281,403,CO2/SMOKE
347,244,280,403,CO2/SMOKE
347,245,282,403,CO2/SMOKE
346,245,282,403,CO2/SMOKE
346,243,281,403,CO2/SMOKE
345,243,280,402,CO2/SMOKE
346,243,281,402,CO2/SMOKE
347,246,282,404,CO2/SMOKE
346,244,281,403,CO2/SMOKE
345,243,281,403,CO2/SMOKE
345,243,280,402,CO2/SMOKE
346,244,281,402,CO2/SMOKE
346,243,280,402,CO2/SMOKE
346,244,280,402,CO2/SMOKE
346,244,281,403,CO2/SMOKE
344,243,281,403,CO2/SMOKE
345,243,280,402,CO2/SMOKE
346,244,281,403,CO2/SMOKE
346,244,279,402,CO2/SMOKE
346,245,281,403,CO2/SMOKE
345,244,281,403,CO2/SMOKE
345,243,280,402,CO2/SMOKE
345,243,280,402,CO2/SMOKE
345,244,280,402,CO2/SMOKE
345,244,281,405,CO2/SMOKE
346,244,280,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,244,280,402,CO2/SMOKE
346,244,281,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
344,243,279,403,CO2/SMOKE
347,245,280,404,CO2/SMOKE
346,244,281,402,CO2/SMOKE
345,244,281,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,243,280,402,CO2/SMOKE
342,241,280,403,CO2/SMOKE
345,243,279,402,CO2/SMOKE
345,243,280,402,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,243,279,402,CO2/SMOKE
346,244,280,402,CO2/SMOKE
346,244,281,404,CO2/SMOKE
346,245,281,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,243,279,402,CO2/SMOKE
345,244,280,402,CO2/SMOKE
345,244,280,404,CO2/SMOKE
345,244,280,404,CO2/SMOKE
344,243,280,403,CO2/SMOKE
345,243,279,403,CO2/SMOKE
346,243,280,402,CO2/SMOKE
345,243,279,402,CO2/SMOKE
345,244,281,403,CO2/SMOKE
345,244,280,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
346,244,280,402,CO2/SMOKE
345,243,279,403,CO2/SMOKE
345,244,281,404,CO2/SMOKE
346,245,281,404,CO2/SMOKE
346,244,279,403,CO2/SMOKE
345,243,280,403,CO2/SMOKE
345,244,281,404,CO2/SMOKE
344,243,280,404,CO2/SMOKE
344,243,280,403,CO2/SMOKE
345,244,279,404,CO2/SMOKE
346,243,279,403,CO2/SMOKE
346,244,280,403,CO2/SMOKE
345,244,280,404,CO2/SMOKE
344,243,279,404,CO2/SMOKE
345,243,279,405,CO2/SMOKE
345,244,280,404,CO2/SMOKE
346,244,280,403,CO2/SMOKE
345,244,281,403,CO2/SMOKE
346,244,281,406,CO2/SMOKE
345,244,280,404,CO2/SMOKE
344,243,281,405,CO2/SMOKE
345,244,280,404,CO2/SMOKE
345,243,280,403,CO2/SMOKE
346,245,281,404,CO2/SMOKE
346,244,281,404,CO2/SMOKE
343,242,279,403,CO2/SMOKE
345,243,279,404,CO2/SMOKE
345,244,279,404,CO2/SMOKE
346,245,280,404,CO2/SMOKE
345,244,280,405,CO2/SMOKE
345,244,280,404,CO2/SMOKE
344,243,279,403,CO2/SMOKE
345,243,279,403,CO2/SMOKE
346,245,280,404,CO2/SMOKE
345,244,280,404,CO2/SMOKE
345,243,279,403,CO2/SMOKE
345,244,280,404,CO2/SMOKE
345,242,279,403,CO2/SMOKE
345,243,279,403,CO2/SMOKE
346,243,279,404,CO2/SMOKE
346,244,280,403,CO2/SMOKE
346,245,281,404,CO2/SMOKE
345,243,280,404,CO2/SMOKE
344,242,279,403,CO2/SMOKE
